"iox::measurement","time","machineID","vibration"
"machine_data",2023-06-21 12:09:31.100981253,"machine1",90
"machine_data",2023-06-21 12:09:32.101448862,"machine1",87
"machine_data",2023-06-21 12:09:33.101829635,"machine1",81
"machine_data",2023-06-21 12:09:34.102754903,"machine1",86
"machine_data",2023-06-21 12:09:35.103018019,"machine1",84
"machine_data",2023-06-21 12:09:36.103523287,"machine1",83
"machine_data",2023-06-21 12:09:37.104145547,"machine1",81
"machine_data",2023-06-21 12:09:38.104698250,"machine1",80
"machine_data",2023-06-21 12:09:39.105348016,"machine1",81
"machine_data",2023-06-21 12:09:40.105962298,"machine1",85
"machine_data",2023-06-21 12:09:41.106788347,"machine1",88
"machine_data",2023-06-21 12:09:42.107133349,"machine1",88
"machine_data",2023-06-21 12:09:43.108043842,"machine1",84
"machine_data",2023-06-21 12:09:44.108576004,"machine1",85
"machine_data",2023-06-21 12:09:45.109138032,"machine1",81
"machine_data",2023-06-21 12:09:46.109721973,"machine1",85
"machine_data",2023-06-21 12:09:47.110595431,"machine1",83
"machine_data",2023-06-21 12:09:48.110826910,"machine1",87
"machine_data",2023-06-21 12:09:49.111855758,"machine1",80
"machine_data",2023-06-21 12:09:50.112349639,"machine1",81
"machine_data",2023-06-21 12:09:51.113096187,"machine1",89
"machine_data",2023-06-21 12:09:52.113435556,"machine1",89
"machine_data",2023-06-21 12:09:53.113876255,"machine1",84
"machine_data",2023-06-21 12:09:54.114725370,"machine1",86
"machine_data",2023-06-21 12:09:55.115657486,"machine1",90
"machine_data",2023-06-21 12:09:56.116061703,"machine1",86
"machine_data",2023-06-21 12:09:57.117204166,"machine1",80
"machine_data",2023-06-21 12:09:58.117623548,"machine1",88
"machine_data",2023-06-21 12:09:59.118218191,"machine1",87
"machine_data",2023-06-21 12:10:00.118615005,"machine1",90
"machine_data",2023-06-21 12:10:01.119107620,"machine1",81
"machine_data",2023-06-21 12:10:02.120045299,"machine1",81
"machine_data",2023-06-21 12:10:03.120411969,"machine1",86
"machine_data",2023-06-21 12:10:04.120878696,"machine1",90
"machine_data",2023-06-21 12:10:05.121533047,"machine1",84
"machine_data",2023-06-21 12:10:06.122101739,"machine1",80
"machine_data",2023-06-21 12:10:07.122733177,"machine1",80
"machine_data",2023-06-21 12:10:08.123466481,"machine1",82
"machine_data",2023-06-21 12:10:09.124178131,"machine1",90
"machine_data",2023-06-21 12:10:10.124964932,"machine1",83
"machine_data",2023-06-21 12:10:11.125719304,"machine1",80
"machine_data",2023-06-21 12:10:12.126010727,"machine1",89
"machine_data",2023-06-21 12:10:13.126801229,"machine1",88
"machine_data",2023-06-21 12:10:14.127587934,"machine1",86
"machine_data",2023-06-21 12:10:15.128544843,"machine1",85
"machine_data",2023-06-21 12:10:16.129625615,"machine1",87
"machine_data",2023-06-21 12:10:17.130597826,"machine1",90
"machine_data",2023-06-21 12:10:18.131188329,"machine1",83
"machine_data",2023-06-21 12:10:19.131886931,"machine1",81
"machine_data",2023-06-21 12:10:20.132972467,"machine1",89
"machine_data",2023-06-21 12:10:21.133721340,"machine1",85
"machine_data",2023-06-21 12:10:22.134207737,"machine1",83
"machine_data",2023-06-21 12:10:23.147969333,"machine1",87
"machine_data",2023-06-21 12:10:24.140646778,"machine1",84
"machine_data",2023-06-21 12:10:25.141325516,"machine1",84
"machine_data",2023-06-21 12:10:26.142694676,"machine1",90
"machine_data",2023-06-21 12:10:27.144097621,"machine1",81
"machine_data",2023-06-21 12:10:28.144697975,"machine1",85
"machine_data",2023-06-21 12:10:29.145568471,"machine1",90
"machine_data",2023-06-21 12:10:30.146406209,"machine1",85
"machine_data",2023-06-21 12:10:31.146976242,"machine1",82
"machine_data",2023-06-21 12:10:32.147819635,"machine1",86
"machine_data",2023-06-21 12:10:33.148577703,"machine1",86
"machine_data",2023-06-21 12:10:34.149097210,"machine1",84
"machine_data",2023-06-21 12:10:35.149901883,"machine1",85
"machine_data",2023-06-21 12:10:36.150705675,"machine1",90
"machine_data",2023-06-21 12:10:37.151292806,"machine1",83
"machine_data",2023-06-21 12:10:38.152122454,"machine1",82
"machine_data",2023-06-21 12:10:39.152716640,"machine1",90
"machine_data",2023-06-21 12:10:40.153299255,"machine1",81
"machine_data",2023-06-21 12:10:41.153749736,"machine1",82
"machine_data",2023-06-21 12:10:42.154322563,"machine1",82
"machine_data",2023-06-21 12:10:43.154683812,"machine1",88
"machine_data",2023-06-21 12:10:44.155447473,"machine1",83
"machine_data",2023-06-21 12:10:45.156220934,"machine1",80
"machine_data",2023-06-21 12:10:46.156988124,"machine1",85
"machine_data",2023-06-21 12:10:47.157421833,"machine1",85
"machine_data",2023-06-21 12:10:48.158150474,"machine1",81
"machine_data",2023-06-21 12:10:49.158889998,"machine1",83
"machine_data",2023-06-21 12:10:50.159073697,"machine1",80
"machine_data",2023-06-21 12:10:51.160111720,"machine1",85
"machine_data",2023-06-21 12:10:52.160426927,"machine1",81
"machine_data",2023-06-21 12:10:53.161367965,"machine1",89
"machine_data",2023-06-21 12:10:54.161860203,"machine1",81
"machine_data",2023-06-21 12:10:55.162548967,"machine1",83
"machine_data",2023-06-21 12:10:56.163226472,"machine1",88
"machine_data",2023-06-21 12:10:57.164416821,"machine1",82
"machine_data",2023-06-21 12:10:58.165795323,"machine1",87
"machine_data",2023-06-21 12:10:59.165879736,"machine1",87
"machine_data",2023-06-21 12:11:00.166802706,"machine1",82
"machine_data",2023-06-21 12:11:01.167377115,"machine1",87
"machine_data",2023-06-21 12:11:02.168022643,"machine1",90
"machine_data",2023-06-21 12:11:03.168871599,"machine1",90
"machine_data",2023-06-21 12:11:04.169525443,"machine1",86
"machine_data",2023-06-21 12:11:05.170164503,"machine1",86
"machine_data",2023-06-21 12:11:06.171068045,"machine1",80
"machine_data",2023-06-21 12:11:07.171256388,"machine1",84
"machine_data",2023-06-21 12:11:08.171997878,"machine1",86
"machine_data",2023-06-21 12:11:09.172728646,"machine1",85
"machine_data",2023-06-21 12:11:10.173270665,"machine1",86
"machine_data",2023-06-21 12:11:11.173840400,"machine1",82
"machine_data",2023-06-21 12:11:12.174448104,"machine1",89
"machine_data",2023-06-21 12:11:13.175414007,"machine1",81
"machine_data",2023-06-21 12:11:14.176139741,"machine1",86
"machine_data",2023-06-21 12:11:15.176675564,"machine1",83
"machine_data",2023-06-21 12:11:16.177427270,"machine1",89
"machine_data",2023-06-21 12:11:17.177984895,"machine1",86
"machine_data",2023-06-21 12:11:18.178608139,"machine1",85
"machine_data",2023-06-21 12:11:19.179172042,"machine1",84
"machine_data",2023-06-21 12:11:20.180080252,"machine1",80
"machine_data",2023-06-21 12:11:21.181258216,"machine1",88
"machine_data",2023-06-21 12:11:22.181375687,"machine1",83
"machine_data",2023-06-21 12:11:23.182096049,"machine1",88
"machine_data",2023-06-21 12:11:24.182994002,"machine1",90
"machine_data",2023-06-21 12:11:25.183255107,"machine1",90
"machine_data",2023-06-21 12:11:26.183948745,"machine1",90
"machine_data",2023-06-21 12:11:27.186058161,"machine1",88
"machine_data",2023-06-21 12:11:28.186870639,"machine1",83
"machine_data",2023-06-21 12:11:29.187950761,"machine1",89
"machine_data",2023-06-21 12:11:30.188228676,"machine1",83
"machine_data",2023-06-21 12:11:31.189239545,"machine1",88
"machine_data",2023-06-21 12:11:32.189322499,"machine1",81
"machine_data",2023-06-21 12:11:33.189847497,"machine1",82
"machine_data",2023-06-21 12:11:34.190521879,"machine1",86
"machine_data",2023-06-21 12:11:35.191324523,"machine1",84
"machine_data",2023-06-21 12:11:36.192715077,"machine1",87
"machine_data",2023-06-21 12:11:37.193416918,"machine1",82
"machine_data",2023-06-21 12:11:38.193717974,"machine1",88
"machine_data",2023-06-21 12:11:39.194411900,"machine1",84
"machine_data",2023-06-21 12:11:40.194629520,"machine1",82
"machine_data",2023-06-21 12:11:41.195598973,"machine1",89
"machine_data",2023-06-21 12:11:42.196628326,"machine1",88
"machine_data",2023-06-21 12:11:43.197082881,"machine1",84
"machine_data",2023-06-21 12:11:44.197964362,"machine1",82
"machine_data",2023-06-21 12:11:45.198534326,"machine1",88
"machine_data",2023-06-21 12:11:46.199209282,"machine1",87
"machine_data",2023-06-21 12:11:47.199937126,"machine1",81
"machine_data",2023-06-21 12:11:48.200724816,"machine1",87
"machine_data",2023-06-21 12:11:49.200995683,"machine1",85
"machine_data",2023-06-21 12:11:50.201638809,"machine1",80
"machine_data",2023-06-21 12:11:51.202136790,"machine1",90
"machine_data",2023-06-21 12:11:52.202867595,"machine1",81
"machine_data",2023-06-21 12:11:53.203626346,"machine1",88
"machine_data",2023-06-21 12:11:54.204465905,"machine1",87
"machine_data",2023-06-21 12:11:55.205207505,"machine1",83
"machine_data",2023-06-21 12:11:56.205536815,"machine1",89
"machine_data",2023-06-21 12:11:57.206883980,"machine1",86
"machine_data",2023-06-21 12:11:58.207545313,"machine1",88
"machine_data",2023-06-21 12:11:59.208695920,"machine1",85
"machine_data",2023-06-21 12:12:00.209398096,"machine1",86
"machine_data",2023-06-21 12:12:01.209641407,"machine1",80
"machine_data",2023-06-21 12:12:02.210237514,"machine1",84
"machine_data",2023-06-21 12:12:03.211021742,"machine1",89
"machine_data",2023-06-21 12:12:04.211380050,"machine1",82
"machine_data",2023-06-21 12:12:05.212637655,"machine1",90
"machine_data",2023-06-21 12:12:06.212661450,"machine1",85
"machine_data",2023-06-21 12:12:07.212988684,"machine1",85
"machine_data",2023-06-21 12:12:08.214493561,"machine1",88
"machine_data",2023-06-21 12:12:09.214869489,"machine1",82
"machine_data",2023-06-21 12:12:10.215555258,"machine1",82
"machine_data",2023-06-21 12:12:11.215707664,"machine1",90
"machine_data",2023-06-21 12:12:12.215975667,"machine1",82
"machine_data",2023-06-21 12:12:13.216597317,"machine1",80
"machine_data",2023-06-21 12:12:14.217630432,"machine1",82
"machine_data",2023-06-21 12:12:15.218678766,"machine1",83
"machine_data",2023-06-21 12:12:16.218927201,"machine1",88
"machine_data",2023-06-21 12:12:17.219893656,"machine1",89
"machine_data",2023-06-21 12:12:18.220556595,"machine1",90
"machine_data",2023-06-21 12:12:19.221402244,"machine1",81
"machine_data",2023-06-21 12:12:20.221624078,"machine1",90
"machine_data",2023-06-21 12:12:21.222252811,"machine1",82
"machine_data",2023-06-21 12:12:22.222656424,"machine1",88
"machine_data",2023-06-21 12:12:23.223050139,"machine1",80
"machine_data",2023-06-21 12:12:24.223736671,"machine1",82
"machine_data",2023-06-21 12:12:25.224343501,"machine1",80
"machine_data",2023-06-21 12:12:26.224786408,"machine1",84
"machine_data",2023-06-21 12:12:27.226195589,"machine1",80
"machine_data",2023-06-21 12:12:28.226864886,"machine1",83
"machine_data",2023-06-21 12:12:29.227468878,"machine1",81
"machine_data",2023-06-21 12:12:30.228280576,"machine1",80
"machine_data",2023-06-21 12:12:31.228835435,"machine1",84
"machine_data",2023-06-21 12:12:32.229168416,"machine1",90
"machine_data",2023-06-21 12:12:33.229867403,"machine1",85
"machine_data",2023-06-21 12:12:34.230593874,"machine1",87
"machine_data",2023-06-21 12:12:35.231627298,"machine1",87
"machine_data",2023-06-21 12:12:36.232183705,"machine1",80
"machine_data",2023-06-21 12:12:37.232813459,"machine1",88
"machine_data",2023-06-21 12:12:38.233667186,"machine1",81
"machine_data",2023-06-21 12:12:39.234698946,"machine1",83
"machine_data",2023-06-21 12:12:40.235211132,"machine1",86
"machine_data",2023-06-21 12:12:41.236437548,"machine1",89
"machine_data",2023-06-21 12:12:42.236749901,"machine1",85
"machine_data",2023-06-21 12:12:43.238111530,"machine1",89
"machine_data",2023-06-21 12:12:44.238828785,"machine1",83
"machine_data",2023-06-21 12:12:45.239186084,"machine1",80
"machine_data",2023-06-21 12:12:46.239658106,"machine1",84
"machine_data",2023-06-21 12:12:47.240077607,"machine1",85
"machine_data",2023-06-21 12:12:48.240733394,"machine1",90
"machine_data",2023-06-21 12:12:49.241188085,"machine1",84
"machine_data",2023-06-21 12:12:50.241981512,"machine1",89
"machine_data",2023-06-21 12:12:51.242509727,"machine1",85
"machine_data",2023-06-21 12:12:52.243215138,"machine1",83
"machine_data",2023-06-21 12:12:53.243785371,"machine1",81
"machine_data",2023-06-21 12:12:54.244569292,"machine1",86
"machine_data",2023-06-21 12:12:55.245343722,"machine1",87
"machine_data",2023-06-21 12:12:56.245998467,"machine1",81
"machine_data",2023-06-21 12:12:57.247360031,"machine1",87
"machine_data",2023-06-21 12:12:58.254697902,"machine1",86
"machine_data",2023-06-21 12:12:59.249665727,"machine1",88
"machine_data",2023-06-21 12:13:00.250782733,"machine1",86
"machine_data",2023-06-21 12:13:01.251017715,"machine1",88
"machine_data",2023-06-21 12:13:02.251496078,"machine1",87
"machine_data",2023-06-21 12:13:03.252343064,"machine1",90
"machine_data",2023-06-21 12:13:04.253079857,"machine1",88
"machine_data",2023-06-21 12:13:05.253656887,"machine1",81
"machine_data",2023-06-21 12:13:06.254695817,"machine1",85
"machine_data",2023-06-21 12:13:07.255403132,"machine1",80
"machine_data",2023-06-21 12:13:08.256514097,"machine1",85
"machine_data",2023-06-21 12:13:09.257436336,"machine1",90
"machine_data",2023-06-21 12:13:10.258056725,"machine1",84
"machine_data",2023-06-21 12:13:11.258796942,"machine1",86
"machine_data",2023-06-21 12:13:12.259315509,"machine1",83
"machine_data",2023-06-21 12:13:13.259788082,"machine1",87
"machine_data",2023-06-21 12:13:14.260303774,"machine1",80
"machine_data",2023-06-21 12:13:15.260957912,"machine1",89
"machine_data",2023-06-21 12:13:16.261746025,"machine1",82
"machine_data",2023-06-21 12:13:17.262084621,"machine1",81
"machine_data",2023-06-21 12:13:18.262987907,"machine1",87
"machine_data",2023-06-21 12:13:19.263356681,"machine1",89
"machine_data",2023-06-21 12:13:20.264230726,"machine1",89
"machine_data",2023-06-21 12:13:21.265047828,"machine1",89
"machine_data",2023-06-21 12:13:22.265562363,"machine1",85
"machine_data",2023-06-21 12:13:23.266307618,"machine1",83
"machine_data",2023-06-21 12:13:24.266658546,"machine1",87
"machine_data",2023-06-21 12:13:25.267672538,"machine1",87
"machine_data",2023-06-21 12:13:26.268163548,"machine1",87
"machine_data",2023-06-21 12:13:27.269603316,"machine1",80
"machine_data",2023-06-21 12:13:28.269866469,"machine1",84
"machine_data",2023-06-21 12:13:29.270542887,"machine1",89
"machine_data",2023-06-21 12:13:30.271492601,"machine1",83
"machine_data",2023-06-21 12:13:31.271668932,"machine1",85
"machine_data",2023-06-21 12:13:32.272447155,"machine1",85
"machine_data",2023-06-21 12:13:33.273099213,"machine1",85
"machine_data",2023-06-21 12:13:34.273749038,"machine1",82
"machine_data",2023-06-21 12:13:35.273969397,"machine1",87
"machine_data",2023-06-21 12:13:36.275001748,"machine1",90
"machine_data",2023-06-21 12:13:37.275730201,"machine1",80
"machine_data",2023-06-21 12:13:38.276204160,"machine1",90
"machine_data",2023-06-21 12:13:39.277130643,"machine1",83
"machine_data",2023-06-21 12:13:40.277918441,"machine1",85
"machine_data",2023-06-21 12:13:41.278711804,"machine1",87
"machine_data",2023-06-21 12:13:42.279403890,"machine1",90
"machine_data",2023-06-21 12:13:43.279996854,"machine1",88
"machine_data",2023-06-21 12:13:44.280412114,"machine1",87
"machine_data",2023-06-21 12:13:45.280968817,"machine1",81
"machine_data",2023-06-21 12:13:46.281794578,"machine1",84
"machine_data",2023-06-21 12:13:47.282245966,"machine1",80
"machine_data",2023-06-21 12:13:48.282976131,"machine1",81
"machine_data",2023-06-21 12:13:49.283396726,"machine1",84
"machine_data",2023-06-21 12:13:50.284078759,"machine1",81
"machine_data",2023-06-21 12:13:51.284782608,"machine1",86
"machine_data",2023-06-21 12:13:52.285671123,"machine1",81
"machine_data",2023-06-21 12:13:53.286267081,"machine1",81
"machine_data",2023-06-21 12:13:54.286927789,"machine1",81
"machine_data",2023-06-21 12:13:55.287753101,"machine1",89
"machine_data",2023-06-21 12:13:56.288444574,"machine1",82
"machine_data",2023-06-21 12:13:57.289673888,"machine1",81
"machine_data",2023-06-21 12:13:58.290196539,"machine1",80
"machine_data",2023-06-21 12:13:59.290542376,"machine1",86
"machine_data",2023-06-21 12:14:00.291289093,"machine1",82
"machine_data",2023-06-21 12:14:01.292059789,"machine1",90
"machine_data",2023-06-21 12:14:02.292651315,"machine1",87
"machine_data",2023-06-21 12:14:03.293216235,"machine1",87
"machine_data",2023-06-21 12:14:04.293798680,"machine1",81
"machine_data",2023-06-21 12:14:05.294677731,"machine1",80
"machine_data",2023-06-21 12:14:06.295476444,"machine1",82
"machine_data",2023-06-21 12:14:07.296028236,"machine1",87
"machine_data",2023-06-21 12:14:08.296687724,"machine1",87
"machine_data",2023-06-21 12:14:09.297207846,"machine1",90
"machine_data",2023-06-21 12:14:10.297826931,"machine1",84
"machine_data",2023-06-21 12:14:11.298268841,"machine1",84
"machine_data",2023-06-21 12:14:12.299186432,"machine1",89
"machine_data",2023-06-21 12:14:13.299403666,"machine1",86
"machine_data",2023-06-21 12:14:14.300333020,"machine1",86
"machine_data",2023-06-21 12:14:15.300854657,"machine1",88
"machine_data",2023-06-21 12:14:16.301713480,"machine1",90
"machine_data",2023-06-21 12:14:17.302224913,"machine1",88
"machine_data",2023-06-21 12:14:18.303558087,"machine1",87
"machine_data",2023-06-21 12:14:19.303460165,"machine1",82
"machine_data",2023-06-21 12:14:20.304825061,"machine1",82
"machine_data",2023-06-21 12:14:21.305636037,"machine1",89
"machine_data",2023-06-21 12:14:22.306007335,"machine1",85
"machine_data",2023-06-21 12:14:23.306448885,"machine1",90
"machine_data",2023-06-21 12:14:24.308251905,"machine1",88
"machine_data",2023-06-21 12:14:25.308998149,"machine1",81
"machine_data",2023-06-21 12:14:26.309644266,"machine1",86
"machine_data",2023-06-21 12:14:27.311126572,"machine1",87
"machine_data",2023-06-21 12:14:28.311969579,"machine1",86
"machine_data",2023-06-21 12:14:29.312445959,"machine1",87
"machine_data",2023-06-21 12:14:30.313420539,"machine1",89
"machine_data",2023-06-21 12:14:31.314037296,"machine1",81
"machine_data",2023-06-21 12:14:32.314716134,"machine1",90
"machine_data",2023-06-21 12:14:33.315271408,"machine1",90
"machine_data",2023-06-21 12:14:34.316194104,"machine1",86
"machine_data",2023-06-21 12:14:35.316881720,"machine1",86
"machine_data",2023-06-21 12:14:36.317402534,"machine1",80
"machine_data",2023-06-21 12:14:37.318029767,"machine1",80
"machine_data",2023-06-21 12:14:38.318728551,"machine1",82
"machine_data",2023-06-21 12:14:39.319318548,"machine1",87
"machine_data",2023-06-21 12:14:40.319884990,"machine1",81
"machine_data",2023-06-21 12:14:41.320535568,"machine1",89
"machine_data",2023-06-21 12:14:42.321970834,"machine1",86
"machine_data",2023-06-21 12:14:43.322384397,"machine1",83
"machine_data",2023-06-21 12:14:44.322956338,"machine1",88
"machine_data",2023-06-21 12:14:45.324031690,"machine1",86
"machine_data",2023-06-21 12:14:46.324542547,"machine1",85
"machine_data",2023-06-21 12:14:47.324992260,"machine1",85
"machine_data",2023-06-21 12:14:48.326224544,"machine1",83
"machine_data",2023-06-21 12:14:49.326421504,"machine1",81
"machine_data",2023-06-21 12:14:50.327908340,"machine1",84
"machine_data",2023-06-21 12:14:51.328248766,"machine1",88
"machine_data",2023-06-21 12:14:52.329467302,"machine1",83
"machine_data",2023-06-21 12:14:53.329684663,"machine1",80
"machine_data",2023-06-21 12:14:54.330182991,"machine1",80
"machine_data",2023-06-21 12:14:55.331422823,"machine1",90
"machine_data",2023-06-21 12:14:56.331975109,"machine1",89
"machine_data",2023-06-21 12:14:57.333021645,"machine1",86
"machine_data",2023-06-21 12:14:58.334263450,"machine1",81
"machine_data",2023-06-21 12:14:59.335455867,"machine1",88
"machine_data",2023-06-21 12:15:00.335947774,"machine1",82
"machine_data",2023-06-21 12:15:01.336479721,"machine1",84
"machine_data",2023-06-21 12:15:02.336989174,"machine1",88
"machine_data",2023-06-21 12:15:03.338522076,"machine1",85
"machine_data",2023-06-21 12:15:04.339498664,"machine1",89
"machine_data",2023-06-21 12:15:05.340402588,"machine1",87
"machine_data",2023-06-21 12:15:06.340792946,"machine1",81
"machine_data",2023-06-21 12:15:07.341388154,"machine1",85
"machine_data",2023-06-21 12:15:08.341774771,"machine1",87
"machine_data",2023-06-21 12:15:09.342772928,"machine1",88
"machine_data",2023-06-21 12:15:10.343504562,"machine1",89
"machine_data",2023-06-21 12:15:11.343867132,"machine1",80
"machine_data",2023-06-21 12:15:12.344351086,"machine1",81
"machine_data",2023-06-21 12:15:13.344964138,"machine1",83
"machine_data",2023-06-21 12:15:14.345429990,"machine1",80
"machine_data",2023-06-21 12:15:15.346067039,"machine1",85
"machine_data",2023-06-21 12:15:16.346971744,"machine1",85
"machine_data",2023-06-21 12:15:17.347732336,"machine1",85
"machine_data",2023-06-21 12:15:18.348483152,"machine1",85
"machine_data",2023-06-21 12:15:19.349345883,"machine1",82
"machine_data",2023-06-21 12:15:20.350061791,"machine1",85
"machine_data",2023-06-21 12:15:21.350300481,"machine1",82
"machine_data",2023-06-21 12:15:22.351272483,"machine1",84
"machine_data",2023-06-21 12:15:23.352430580,"machine1",86
"machine_data",2023-06-21 12:15:24.352795937,"machine1",80
"machine_data",2023-06-21 12:15:25.354061470,"machine1",84
"machine_data",2023-06-21 12:15:26.354311138,"machine1",84
"machine_data",2023-06-21 12:15:27.355614048,"machine1",81
"machine_data",2023-06-21 12:15:28.368141469,"machine1",85
"machine_data",2023-06-21 12:15:29.361033255,"machine1",84
"machine_data",2023-06-21 12:15:30.361928919,"machine1",90
"machine_data",2023-06-21 12:15:31.362611534,"machine1",88
"machine_data",2023-06-21 12:15:32.363382749,"machine1",84
"machine_data",2023-06-21 12:15:33.364350255,"machine1",86
"machine_data",2023-06-21 12:15:34.365265128,"machine1",80
"machine_data",2023-06-21 12:15:35.366042822,"machine1",88
"machine_data",2023-06-21 12:15:36.366613280,"machine1",85
"machine_data",2023-06-21 12:15:37.367154003,"machine1",81
"machine_data",2023-06-21 12:15:38.368413466,"machine1",83
